transaction_id,sender_id,receiver_id,amount,transaction_type,timestamp,is_flagged,purpose
234dbb47-b26,77c7be180ab0,MERCHANT_9,2756.03,Wallet Load,2020-09-07 10:55:58,False,Transfer
5ec66c69-d10,08765c69c148,eecb7c7f5dee,1894.91,Wallet Load,2022-02-10 22:19:35,False,Shopping
b482edaa-ef9,a0944d967c1f,17eecc3ed14d,1481.42,Wallet Load,2022-09-29 16:33:32,False,Transfer
a292d7fb-89b,b3644a339a8e,4a4cd59332b4,1766.18,UPI,2022-07-20 01:03:27,False,Food
f3fe5bd0-b7e,a982e69ec8a5,d66995d003e3,240.16,UPI,2021-05-15 18:02:48,False,Shopping
a894b896-fc5,5bf75af6f84d,1668232a8de9,2457.54,Bank Transfer,2020-12-09 10:22:27,False,Food
43ebe4b0-2d9,cec56de9a382,57afe6b8f509,2341.59,Cash Deposit,2023-08-05 01:46:01,False,Transfer
519f14d5-dde,be79aa6e0965,06cbc23105b5,3870.79,Wallet Load,2021-05-12 22:07:50,False,Transfer
c6de1888-d29,c3a4a000ffe0,34f61d99d929,119.09,UPI,2019-08-20 07:14:24,False,Shopping
dda552cf-45c,7a9fab56e614,cdd44b1d9770,3575.51,UPI,2023-05-08 19:21:15,False,Shopping
5f352e12-8f3,MERCHANT_6,c9d5584ac282,4395.49,Bank Transfer,2021-05-07 22:27:15,False,Shopping
a824e300-bdb,c50630ba1365,ebd6f4572f17,609.35,Cash Deposit,2020-06-17 02:30:03,False,Transfer
6bd63798-173,992a19adfa54,951a24327dc0,1373.59,Bank Transfer,2021-06-06 04:51:19,False,Transfer
80496416-eb6,96a9250a8939,5fdd650490c6,4596.46,Cash Withdrawal,2022-07-27 12:10:54,False,Food
872736c6-d32,6a7711a9a393,d0a33c5ccadc,2129.78,Cash Withdrawal,2022-02-17 10:50:43,False,Shopping
163c78f6-c65,ba3f64dbccf4,MERCHANT_12,923.61,UPI,2019-01-30 02:07:33,False,Food
930e612c-cbe,5bf75af6f84d,MERCHANT_13,3174.1,Bank Transfer,2023-05-08 01:48:24,False,Transfer
1618c9b3-d46,41010264708f,ba3f64dbccf4,3605.03,Cash Deposit,2022-04-27 17:20:34,False,Shopping
fa175c98-119,ae02e903453a,f9824129f9cf,4247.77,Wallet Load,2023-08-26 01:50:07,False,Shopping
a0657d46-0d6,1175945c546c,9669295bfbd0,2277.32,Cash Withdrawal,2020-12-11 11:31:00,False,Transfer
3faeda10-7d8,d0a33c5ccadc,aa79ea4f924c,1232.83,Cash Deposit,2021-09-07 13:00:08,False,Food
84fe8548-46a,12fc347b9903,187addc2d8f2,777.9,Cash Withdrawal,2020-09-20 10:54:47,False,Transfer
b401ca33-12d,4a60969f0fd2,c5c712d618de,836.22,Cash Withdrawal,2021-08-17 06:46:38,False,Food
8ca28048-3c4,MERCHANT_10,9986081cd1d2,4397.36,UPI,2021-08-24 11:13:48,False,Transfer
99d71f78-2a7,e9c4f6f16afc,ed10120ed5cf,863.53,Wallet Load,2022-01-11 02:47:39,False,Food
64e59a1a-414,2c956621d83f,c43eed3c5e5b,4993.24,Cash Withdrawal,2019-01-01 10:34:55,False,Shopping
0478c59f-0ab,85797fe96031,cec56de9a382,1799.93,UPI,2023-05-19 20:41:23,False,Food
b96df437-7f3,MERCHANT_1,5a804936c497,4531.3,Wallet Load,2020-06-05 14:42:05,False,Transfer
4f678fa5-2dc,cdd44b1d9770,5180ac73e5c6,2949.17,Wallet Load,2022-07-02 09:51:25,False,Food
fcfdc81b-685,951a24327dc0,0c853e993302,4277.78,Bank Transfer,2020-12-13 09:30:20,False,Food
e1eb5e9f-424,1175945c546c,62cc0b227ee4,2131.47,Wallet Load,2022-12-31 17:53:05,False,Shopping
30ce07b6-a63,de9b41242cd4,MERCHANT_11,3170.03,UPI,2020-02-12 05:30:02,False,Shopping
485406fb-af2,ed10120ed5cf,d0a33c5ccadc,55.26,Wallet Load,2021-01-17 07:42:58,False,Shopping
e4f3121e-94d,151d914791ed,c31cacd82c55,1835.87,Bank Transfer,2020-06-21 15:42:16,False,Food
7faee604-d30,ebec37ec4e95,efa278e72632,2488.69,Wallet Load,2020-02-04 02:25:10,False,Transfer
93aaf5e2-3ee,db2f023cd6fc,7b5501d57aa9,3884.13,Bank Transfer,2022-04-10 11:26:01,False,Shopping
3b9adc17-00c,7b234bf8ba67,841a5b2a09e8,392.24,UPI,2019-04-05 16:27:28,False,Shopping
720d76b5-c5e,ec3b52c1090d,34eb7a6f4b35,218.14,Wallet Load,2020-03-23 05:13:53,False,Shopping
1c702f7d-df0,7b234bf8ba67,24772083dee3,3179.31,Wallet Load,2022-02-07 05:27:45,False,Transfer
a871bff9-d53,34bac4536bb5,06cbc23105b5,1567.67,Cash Withdrawal,2021-02-06 10:33:58,False,Food
2473da5d-abc,34bac4536bb5,MERCHANT_4,320.44,Cash Deposit,2021-11-08 20:26:28,False,Transfer
6fc53cc9-efb,ad8ec376c14a,MERCHANT_1,1966.76,Bank Transfer,2020-09-11 12:15:10,False,Transfer
3a4b6bf9-1ca,a982e69ec8a5,1988ff44e8d7,1607.25,Bank Transfer,2020-02-08 15:48:32,False,Shopping
9e88949b-d60,34eb7a6f4b35,7de382adbc5c,2112.12,Cash Withdrawal,2019-10-02 14:22:21,False,Shopping
1e8d555f-bd5,271d3338c8a8,MERCHANT_6,193.12,Cash Withdrawal,2023-02-12 05:03:22,False,Food
8d714033-cb5,ebec37ec4e95,6400cf57f131,4077.07,Cash Withdrawal,2019-08-31 09:52:23,False,Food
631ebb8e-c4f,06117bcdda6a,ebf32ba34989,385.57,Cash Deposit,2023-08-02 17:14:52,False,Food
550c2896-58f,5bf75af6f84d,MERCHANT_9,534.24,Cash Withdrawal,2022-08-08 03:16:38,False,Shopping
92ba8818-560,aae22e9a2bf9,17eecc3ed14d,861.74,Bank Transfer,2020-07-19 22:56:36,False,Transfer
9c6ae47d-ee0,9669295bfbd0,f67b274ae0fb,1765.43,Bank Transfer,2019-09-22 18:04:00,False,Food
29868c4e-30d,1668232a8de9,d5618875b860,2482.07,Bank Transfer,2019-12-06 11:40:10,False,Shopping
8b5dcc43-63d,caa6bc9ce133,1db0dd9809d7,3186.26,Cash Withdrawal,2021-10-29 02:36:18,False,Transfer
ab0c87cc-def,77c7be180ab0,f93e522174b9,3553.58,UPI,2019-09-14 07:31:40,False,Food
a3b6fa7c-d42,66b5aad1d614,0ec63db6c10b,941.72,UPI,2022-05-03 09:58:42,False,Food
802d44d7-2e6,1f509864add4,0c853e993302,4509.41,Cash Deposit,2022-07-30 23:25:47,False,Food
4d99bf4f-49c,236286343476,97f9c6c590e1,4448.33,UPI,2019-02-13 05:46:35,False,Food
bd2cd2c4-7d0,a76db8e6ff62,de719fcda1fb,1748.14,Wallet Load,2023-02-22 13:54:06,False,Transfer
34e3c066-d32,caa6bc9ce133,f9824129f9cf,3882.26,UPI,2019-02-23 10:04:57,False,Food
1e6f4275-08b,853628b4fe65,5f12d2d73ea4,2166.25,UPI,2021-12-22 09:39:28,False,Transfer
545ac4a4-217,5a804936c497,MERCHANT_11,4961.89,Bank Transfer,2022-03-07 18:46:09,False,Transfer
2452e48b-72e,MERCHANT_9,5a804936c497,4691.33,Wallet Load,2020-03-04 15:45:19,False,Shopping
97f49cbd-158,0aa98939b9e1,a5351c9fe8dc,1961.58,Cash Withdrawal,2022-11-05 06:03:49,False,Food
8a7267f7-b30,612498625e08,236286343476,3747.34,UPI,2022-04-27 10:40:22,False,Transfer
2a570299-6bf,c5f25e012918,092d3f7eea71,1146.44,Cash Deposit,2021-10-29 22:10:19,False,Transfer
bc80a0f6-a4d,4a60969f0fd2,0c38f9106495,1887.54,Cash Withdrawal,2023-11-26 08:58:28,False,Food
17e7f9bc-b2b,ebf32ba34989,59858e0c6d86,4440.62,Wallet Load,2020-01-16 18:05:10,False,Food
6539c212-a7e,5195f7021165,19d2b56a7bec,4091.63,Cash Deposit,2020-10-10 11:29:23,False,Shopping
2d75d7e8-cc3,ddd2a5076ed7,MERCHANT_7,3741.01,UPI,2019-01-30 23:46:40,False,Shopping
49a79cb5-8b2,6e0045aeba4a,e9c4f6f16afc,1578.44,Bank Transfer,2023-12-01 03:08:59,False,Transfer
2268cd09-253,853628b4fe65,MERCHANT_17,1018.13,Wallet Load,2022-06-04 09:01:45,False,Shopping
512a0d17-7e4,MERCHANT_10,0b9793a2fd08,1148.33,Wallet Load,2022-04-10 03:19:56,False,Shopping
fa6291d3-8e9,MERCHANT_3,a77a58bcfa63,1056.49,Bank Transfer,2023-08-16 02:10:01,False,Shopping
cac7d23a-479,4ed0a990fa28,ddd2a5076ed7,2486.0,Wallet Load,2022-04-05 20:26:08,False,Shopping
df924583-86a,e2ffc03ec232,MERCHANT_15,4045.88,Wallet Load,2019-03-10 12:14:24,False,Shopping
4b9a33b5-2fb,2c956621d83f,88f03e558c5d,602.88,Cash Withdrawal,2022-11-26 04:58:51,False,Food
09c8ce3b-e24,671b66c5e33f,1ae82c76e5e8,563.48,Wallet Load,2019-06-22 02:39:33,False,Transfer
c342456e-949,ad8ec376c14a,db2f023cd6fc,623.35,UPI,2021-06-20 13:19:11,False,Food
30d99766-eb4,996716e97475,b2d1f982969a,3620.12,Wallet Load,2020-11-08 03:56:00,False,Transfer
ded24016-ee8,5a804936c497,609cb38845ec,4744.92,Bank Transfer,2022-07-23 03:04:15,False,Food
72fe54dc-a5a,MERCHANT_2,5bf75af6f84d,2021.35,Bank Transfer,2022-12-06 08:16:37,False,Shopping
16bdb24f-b03,859e7633cdd3,1f10da4e90c2,2316.92,Wallet Load,2022-06-07 23:07:23,False,Transfer
41dfd16b-bac,108066cac848,6dbaec37eaba,3165.35,Cash Deposit,2023-11-10 17:13:28,False,Transfer
024e5b7a-9b4,7b95bc5ab384,MERCHANT_19,606.19,UPI,2022-05-08 03:34:10,False,Transfer
a23b3084-d03,146a725b2731,de719fcda1fb,3779.32,Cash Withdrawal,2019-09-04 15:06:53,False,Transfer
45df0f09-0f2,a5351c9fe8dc,5180ac73e5c6,674.41,Cash Withdrawal,2022-05-13 08:48:13,False,Transfer
23baf15e-590,5a804936c497,ddedb76c003c,3136.47,UPI,2022-11-26 23:19:54,False,Transfer
98c2fddf-9f0,5195f7021165,MERCHANT_17,1712.17,Cash Deposit,2022-03-30 13:36:33,False,Shopping
14e7c4f7-a59,f699e8d49a4d,aae22e9a2bf9,640.44,Cash Withdrawal,2021-07-24 10:42:15,False,Food
4fe5b338-800,3b0d7fcc74b7,MERCHANT_9,3761.36,Cash Withdrawal,2021-07-24 08:09:07,False,Transfer
4fbe0204-385,MERCHANT_3,e87b47d62fcc,4473.18,Wallet Load,2021-03-08 09:29:17,False,Shopping
0b86398f-e28,MERCHANT_2,06805db23a22,1944.93,Cash Withdrawal,2023-01-03 05:19:55,False,Food
b45ff03b-afb,MERCHANT_19,c4aa2f650628,4084.92,Cash Withdrawal,2021-02-23 18:45:14,False,Shopping
9b4c8c48-83c,45f670141a1e,f67b274ae0fb,3883.09,UPI,2021-06-02 15:41:29,False,Food
069ccf1a-3cb,084a6e9c8250,c9d5584ac282,3220.72,Cash Withdrawal,2021-05-20 03:20:49,False,Food
4fe7cf12-82e,661afdb96e9d,7b234bf8ba67,4805.84,Wallet Load,2019-10-23 09:53:01,False,Shopping
e34b5779-d44,169ab09ac63e,7de382adbc5c,976.05,Cash Deposit,2019-04-24 00:58:15,False,Shopping
42456c41-79f,1668232a8de9,992a19adfa54,1976.67,Wallet Load,2022-11-26 04:40:50,False,Food
70a6d57f-ece,4ed0a990fa28,a59f3b23cb6a,4342.37,Cash Withdrawal,2020-03-20 03:40:06,False,Food
cc0039b9-428,de9b41242cd4,ba3f64dbccf4,1066.63,Bank Transfer,2023-10-24 05:45:57,False,Transfer
6d86c676-7c6,MERCHANT_5,MERCHANT_10,4381.63,Wallet Load,2021-06-15 11:42:56,False,Shopping
01ecf1c1-8c5,d5618875b860,68712b638d70,1237.14,Cash Withdrawal,2019-06-08 20:44:01,False,Food
0b950b31-303,MERCHANT_2,MERCHANT_7,1134.95,UPI,2022-01-20 16:37:40,False,Shopping
c56bccad-97a,f699e8d49a4d,66b5aad1d614,2141.68,Cash Deposit,2022-12-17 16:53:04,False,Shopping
90a3cd59-38d,ffdcdf406cb7,455b237d2ab4,2888.25,UPI,2023-10-25 04:33:09,False,Transfer
9a9e7349-1d0,ebd6f4572f17,34993b6b8c86,4323.66,Cash Deposit,2023-05-21 19:46:25,False,Food
d10ec76d-95e,f93e522174b9,1db0dd9809d7,2848.27,Cash Withdrawal,2022-10-06 20:24:54,False,Shopping
66ac4136-188,59858e0c6d86,9669295bfbd0,805.77,UPI,2019-10-05 06:50:05,False,Food
ba94f542-e66,MERCHANT_5,ebd6f4572f17,4609.09,Cash Withdrawal,2020-10-29 19:33:38,False,Transfer
289c9aec-5f7,1f10da4e90c2,ebd6f4572f17,2332.8,Bank Transfer,2020-01-28 01:28:51,False,Transfer
b42f0d44-c58,a8dad8f3bf8f,68712b638d70,262.87,Cash Withdrawal,2020-10-22 12:25:27,False,Transfer
3cc269da-366,6e0045aeba4a,853628b4fe65,2415.68,Bank Transfer,2020-11-18 06:07:57,False,Food
5c1709da-941,5f12d2d73ea4,b27ecf7b35b2,2985.59,UPI,2019-11-30 14:04:19,False,Shopping
ea1be962-49c,e9e45b81d9e9,661afdb96e9d,767.08,Bank Transfer,2021-12-02 10:31:33,False,Shopping
303de0be-ad9,c3a4a000ffe0,4a4cd59332b4,3204.16,Cash Withdrawal,2023-06-29 09:32:09,False,Shopping
7893fc8f-fa3,612498625e08,77c7be180ab0,1998.49,Cash Deposit,2023-06-25 06:01:18,False,Transfer
07761291-31b,996716e97475,97f9c6c590e1,910.8,UPI,2021-11-09 23:19:38,False,Food
de9839a7-63e,d5618875b860,a11a2bbd744b,3837.31,Cash Deposit,2020-03-10 01:50:24,False,Transfer
f2dadca9-11a,ba3f64dbccf4,e9c4f6f16afc,2816.13,Cash Deposit,2020-05-24 21:17:09,False,Transfer
e7dd43c3-eaf,3e46677a79fa,a5351c9fe8dc,1738.17,Bank Transfer,2023-05-15 14:55:29,False,Transfer
51f8e3d3-e82,57afe6b8f509,bb882616ec89,1377.39,Bank Transfer,2023-08-23 13:35:41,False,Food
b4e6a1d3-355,ebd6f4572f17,6e0045aeba4a,248.81,Wallet Load,2022-11-03 08:57:09,False,Food
3b41d3ac-2bc,0fe7bddc4b43,3f5752c5ed99,4815.84,Cash Deposit,2020-05-11 08:49:18,False,Transfer
dbfed180-da1,c50630ba1365,aeb04ffbce27,4220.9,Cash Withdrawal,2020-03-12 21:14:05,False,Food
ceb1efa9-e51,06805db23a22,d0a33c5ccadc,151.7,Cash Deposit,2019-09-07 00:50:37,False,Transfer
08d15276-b32,951a24327dc0,MERCHANT_2,3241.96,Cash Withdrawal,2020-10-11 03:28:42,False,Shopping
466406fc-0ba,62cc0b227ee4,66b5aad1d614,1265.32,Cash Deposit,2023-01-26 22:28:08,False,Food
154a78e1-91e,6e0045aeba4a,41010264708f,2085.95,Cash Withdrawal,2022-05-14 05:43:16,False,Food
26aea5eb-e44,3f5752c5ed99,f67b274ae0fb,4450.7,Cash Deposit,2019-05-18 17:40:04,False,Shopping
5338e61d-eda,5fdd650490c6,ebd6f4572f17,3500.66,Cash Withdrawal,2020-10-21 02:03:14,False,Food
122eae2f-fa0,30ea78405e56,43eb7653f73a,4469.31,Bank Transfer,2019-11-07 05:52:11,False,Shopping
fc6178d8-5b2,17eecc3ed14d,f93e522174b9,3107.69,Cash Deposit,2023-06-25 01:52:47,False,Shopping
f724c218-8b2,e240367c1d7b,ebec37ec4e95,628.32,Wallet Load,2022-01-20 02:17:57,False,Transfer
cbcfe088-690,7b234bf8ba67,a11a2bbd744b,3034.43,UPI,2020-08-09 23:45:14,False,Transfer
94441604-5b8,a8dad8f3bf8f,6400cf57f131,3502.76,Cash Withdrawal,2021-01-16 02:40:19,False,Shopping
ad7d64de-beb,80ee2471487c,MERCHANT_13,2002.04,Bank Transfer,2021-11-02 15:15:29,False,Food
183b7df9-c20,ddedb76c003c,671b66c5e33f,3654.38,UPI,2020-05-30 22:06:31,False,Transfer
6ab26497-af2,271d3338c8a8,ebf32ba34989,1536.19,Cash Withdrawal,2022-09-26 00:28:59,False,Transfer
07e054cb-a25,5bf75af6f84d,b2d1f982969a,3172.91,Cash Deposit,2021-01-27 13:48:52,False,Food
9871cbf6-dc0,ae02e903453a,8e8eea410b3d,4852.98,UPI,2019-10-11 07:58:26,False,Shopping
902c43b5-4f4,853628b4fe65,bc1fdc48401d,4353.14,UPI,2021-04-22 06:36:38,False,Shopping
a520a01d-d98,1f10da4e90c2,a8dad8f3bf8f,625.03,Cash Withdrawal,2021-04-22 21:55:28,False,Food
d11831db-255,06117bcdda6a,6dbaec37eaba,3623.46,Bank Transfer,2019-10-13 10:35:28,False,Food
c68aad70-303,eecb7c7f5dee,ca61de612d96,77.07,Bank Transfer,2021-07-09 14:55:47,False,Shopping
33477655-871,2c956621d83f,MERCHANT_18,85.33,Cash Deposit,2022-07-01 12:54:45,False,Food
b5cb483f-dba,3b0d7fcc74b7,4a4656bdfdcc,2303.26,Wallet Load,2020-08-13 01:52:34,False,Food
e1ea6bbf-868,a0944d967c1f,f3fa7ae8ea71,1068.25,Cash Withdrawal,2022-10-19 18:32:09,False,Transfer
5489c296-556,MERCHANT_19,be79aa6e0965,2419.19,Cash Deposit,2020-10-25 15:47:23,False,Food
7442bf2d-edd,b2d1f982969a,17eecc3ed14d,1577.49,Cash Deposit,2020-06-28 19:00:19,False,Transfer
c65baf7a-264,3ef4c5cdad2a,MERCHANT_1,793.54,Bank Transfer,2020-10-17 09:25:54,False,Shopping
d6caf3c6-d94,d0a33c5ccadc,084a6e9c8250,2405.45,Cash Withdrawal,2023-12-15 17:40:42,False,Transfer
d09ff0af-ad0,4a60969f0fd2,9a266aae41aa,840.16,Bank Transfer,2023-10-09 17:57:04,False,Shopping
81d61806-685,c4965592025f,d0a33c5ccadc,2961.02,Cash Deposit,2020-08-26 06:47:08,False,Transfer
c8c3b201-73e,ba3f64dbccf4,bf83d09a35c1,551.11,Cash Withdrawal,2022-09-07 01:20:53,False,Transfer
93c44058-786,a0944d967c1f,08765c69c148,1696.91,UPI,2021-05-16 13:06:03,False,Food
226d9c32-290,9986081cd1d2,c3a4a000ffe0,3885.54,UPI,2022-05-21 07:59:25,False,Transfer
a914ce82-bf7,146a725b2731,f2cfdc696fff,4332.08,Cash Deposit,2023-08-08 21:40:03,False,Shopping
68e67624-a55,06cbc23105b5,d66995d003e3,4322.32,Bank Transfer,2019-01-08 14:35:40,False,Shopping
3e61a990-029,0fe7bddc4b43,26baa6948649,990.22,Cash Withdrawal,2021-10-20 08:02:17,False,Shopping
b4f4d544-e04,2c956621d83f,85797fe96031,1452.61,UPI,2022-02-28 09:59:44,False,Shopping
d4aec295-14f,eaf2f265dea9,1a09e090a6fa,4329.59,UPI,2021-03-22 19:14:44,False,Transfer
db66b128-5cf,187addc2d8f2,070ddd75ed3a,302.78,UPI,2022-08-29 15:37:29,False,Food
4cbb639b-d03,9bb1aaa30150,9986081cd1d2,4116.73,Cash Withdrawal,2022-03-25 21:29:41,False,Food
69633ab9-d2d,4a4cd59332b4,609cb38845ec,4010.59,UPI,2021-04-18 19:55:46,False,Food
658fee2e-90b,7de382adbc5c,803d59202ff7,1691.2,Cash Withdrawal,2019-06-26 23:33:58,False,Transfer
97e2f608-cdd,MERCHANT_2,a0e880df6008,1969.43,Cash Deposit,2023-09-29 23:57:34,False,Food
43e3ad66-4fa,610ab4f7559f,151d914791ed,59.55,Cash Deposit,2023-08-08 13:47:10,False,Transfer
f2e976b7-054,ddd2a5076ed7,5a804936c497,188.77,Cash Withdrawal,2023-10-10 01:35:27,False,Food
da02cc90-f1f,19d2b56a7bec,8415b5f8e5ca,3106.45,Wallet Load,2019-09-17 23:24:23,False,Transfer
da0746cb-d12,MERCHANT_16,b720fee77f37,2833.28,UPI,2022-02-09 22:50:50,False,Transfer
253d882a-f0f,7fd6cc7ce404,66b5aad1d614,1321.86,UPI,2021-11-21 18:44:02,False,Shopping
6db788e8-ba1,455b237d2ab4,00c69121f605,2393.59,Cash Deposit,2021-08-01 15:52:53,False,Transfer
0a70090c-f93,MERCHANT_2,161abc2c8bf3,1633.61,Bank Transfer,2023-01-31 10:29:30,False,Transfer
7d8ff268-b1d,951a24327dc0,7b95bc5ab384,4637.19,Cash Deposit,2023-12-04 08:19:10,False,Food
bd8a30d4-ea5,be79aa6e0965,f699e8d49a4d,1964.56,Wallet Load,2021-02-27 08:51:09,False,Shopping
3d032cc8-e53,06117bcdda6a,5a804936c497,1952.67,UPI,2020-04-22 00:37:12,False,Shopping
8d2194bd-7a3,eaf2f265dea9,803d59202ff7,3723.94,Cash Withdrawal,2019-01-02 22:43:21,False,Transfer
532dabe2-29d,a0944d967c1f,610ab4f7559f,855.64,Bank Transfer,2021-02-27 15:19:22,False,Transfer
744162f3-28d,17eecc3ed14d,169ab09ac63e,2538.85,Cash Withdrawal,2023-08-24 07:46:33,False,Transfer
78c47f16-70b,151d914791ed,3e46677a79fa,2409.58,Bank Transfer,2019-10-03 03:41:11,False,Transfer
6d9a2d0d-092,686dd931cffd,9a8ed6d463aa,3761.01,Cash Deposit,2020-05-27 18:29:28,False,Transfer
46356e66-f7b,a77a58bcfa63,996716e97475,895.59,Cash Withdrawal,2020-06-17 16:59:12,False,Transfer
0e93a13c-646,80ee2471487c,1a09e090a6fa,3018.78,Bank Transfer,2020-09-26 15:25:24,False,Shopping
